Date,Song ID,Song Name,Artist Name,Release Date,Genre,Stream Counts,Download Counts,Chart Positions,Social Media Mentions,Social Media Engagement,YouTube Views,Playlist Adds,Listener Age Group,Geographical Location,Listener Gender,Campaign Type,Spend,Reach,Engagement Rate
2023-06-23 03:17:39.105863,2,Bassline Rapture,Binary Beats,2024-05-05 03:17:39.105863,Ambient,27593,1511,92,1936,31623,41755,617,45-54,UK,Male,Instagram Ads,2257,107949,2.21
2024-01-02 03:17:39.105863,7,Nightfall Symphony,Binary Beats,2024-05-05 03:17:39.105863,Electronic,20477,294,13,182,61635,58674,336,45-54,France,Female,Spotify Ads,5017,134131,3.21
2024-09-21 03:17:39.105863,6,Love in the Time of Data,Phantom Harmony,2024-04-30 03:17:39.105863,Ambient,3608,1344,3,2147,10634,49185,762,35-44,France,Female,Twitter Campaign,6467,109337,1.33
2025-04-02 03:17:39.105863,3,Harmonic Distortion,Melodic Minds,2024-04-20 03:17:39.105863,Rock,6685,917,54,1894,74761,86997,415,35-44,USA,Female,YouTube Ads,6205,147070,4.01
2025-05-16 03:17:39.105863,9,Nightfall Symphony,Soundwave Project,2024-04-26 03:17:39.105863,Indie,21539,1221,95,2880,1576,14248,449,35-44,Germany,Female,Spotify Ads,2353,92979,3.42
2023-07-24 03:17:39.105863,6,Echoes of Tomorrow,Binary Beats,2024-05-15 03:17:39.105863,Ambient,23398,1041,26,940,30677,99000,871,45-54,France,Female,Twitter Campaign,6561,69390,3.43
2024-09-26 03:17:39.105863,8,Digital Dreams,Melodic Minds,2024-04-21 03:17:39.105863,Pop,1454,754,47,2934,27938,65203,407,35-44,Canada,Other,Instagram Ads,5506,132186,3.89
2023-08-01 03:17:39.105863,9,Harmonic Distortion,Phantom Harmony,2024-04-20 03:17:39.105863,Indie,8965,841,38,2647,90405,11369,172,45-54,Canada,Other,Instagram Ads,4203,109944,2.33
2023-10-21 03:17:39.105863,5,Bassline Rapture,Phantom Harmony,2024-05-14 03:17:39.105863,Rock,18000,1099,69,1500,70561,58349,322,18-24,Germany,Female,Spotify Ads,3133,80533,2.03
2023-09-27 03:17:39.105863,2,Love in the Time of Data,Deep Bass Nine,2024-04-20 03:17:39.105863,Electronic,27017,1109,38,1968,50132,38043,450,45-54,Germany,Female,Instagram Ads,4908,42382,4.18
2024-04-06 03:17:39.105863,5,Digital Dreams,Binary Beats,2024-04-21 03:17:39.105863,Electronic,6957,449,4,1043,4300,15645,575,25-34,Germany,Male,Spotify Ads,2059,144807,0.9
2024-07-07 03:17:39.105863,5,Echoes of Tomorrow,Phantom Harmony,2024-04-26 03:17:39.105863,Indie,24861,1166,83,2262,43682,81854,938,25-34,Germany,Other,Twitter Campaign,6873,28189,0.62
2024-11-19 03:17:39.105863,3,Retrograde Motion,Phantom Harmony,2024-05-11 03:17:39.105863,Indie,10802,1856,48,1383,27827,47336,276,18-24,UK,Female,Instagram Ads,2715,119004,1.85
2024-08-20 03:17:39.105863,7,Harmonic Distortion,Melodic Minds,2024-04-26 03:17:39.105863,Electronic,16968,718,76,332,7334,95187,558,35-44,Germany,Female,YouTube Ads,3885,99430,3.92
2025-03-24 03:17:39.105863,3,Love in the Time of Data,Binary Beats,2024-04-18 03:17:39.105863,Electronic,6358,979,72,618,85308,98404,811,25-34,Germany,Other,Facebook Ads,2120,54583,4.81
2024-06-21 03:17:39.105863,8,Retrograde Motion,Soundwave Project,2024-05-08 03:17:39.105863,Rock,21218,580,97,2035,31621,47895,377,35-44,France,Male,YouTube Ads,3554,81234,3.82
2025-02-18 03:17:39.105863,9,Bassline Rapture,Vintage Beats,2024-05-12 03:17:39.105863,Electronic,19297,1591,61,2271,40620,97736,258,35-44,France,Female,Instagram Ads,1694,77583,4.75
2023-09-21 03:17:39.105863,10,Love in the Time of Data,Deep Bass Nine,2024-05-16 03:17:39.105863,Rock,21971,1570,18,2799,71264,39734,661,18-24,UK,Other,Facebook Ads,1937,159692,0.75
2024-02-04 03:17:39.105863,2,Rhythm of the Code,Binary Beats,2024-05-05 03:17:39.105863,Electronic,18856,1665,92,1811,7470,79982,961,45-54,Germany,Female,Twitter Campaign,4331,138117,3.64
2025-03-29 03:17:39.105863,3,Rhythm of the Code,Binary Beats,2024-04-25 03:17:39.105863,Rock,10032,1811,59,1184,52391,17785,860,45-54,France,Other,YouTube Ads,432,165701,4.92
2025-04-11 03:17:39.105863,4,Echoes of Tomorrow,Deep Bass Nine,2024-05-07 03:17:39.105863,Rock,1074,1964,44,1540,67924,74635,168,18-24,UK,Female,Twitter Campaign,2191,138926,3.58
2023-09-10 03:17:39.105863,9,Rhythm of the Code,Binary Beats,2024-05-10 03:17:39.105863,Rock,5335,1679,71,1918,77399,7749,185,35-44,Brazil,Female,Spotify Ads,2453,127132,3.75
2024-05-14 03:17:39.105863,1,Bassline Rapture,Melodic Minds,2024-05-03 03:17:39.105863,Rock,10142,471,8,414,9430,82615,387,45-54,Canada,Female,Facebook Ads,4929,64382,3.92
2023-07-15 03:17:39.105863,7,Harmonic Distortion,Melodic Minds,2024-05-07 03:17:39.105863,Pop,3769,1335,43,257,76232,84393,812,18-24,Brazil,Male,Twitter Campaign,6764,181453,4.49
2025-01-04 03:17:39.105863,1,Echoes of Silence,Orchestra of Lights,2024-05-15 03:17:39.105863,Indie,21403,865,71,564,65170,71066,568,25-34,France,Male,Instagram Ads,2574,61143,0.65
2023-12-07 03:17:39.105863,9,Echoes of Silence,Phantom Harmony,2024-05-06 03:17:39.105863,Pop,27703,1674,66,672,47092,71897,184,18-24,Australia,Female,Twitter Campaign,5215,140147,1.96
2024-12-19 03:17:39.105863,9,Rhythm of the Code,Vintage Beats,2024-04-19 03:17:39.105863,Rock,25918,742,8,650,62525,20022,567,18-24,USA,Male,Instagram Ads,2407,93902,1.59
2023-07-19 03:17:39.105863,8,Harmonic Distortion,Soundwave Project,2024-04-18 03:17:39.105863,Indie,12453,305,76,951,3519,63797,740,35-44,Australia,Male,Instagram Ads,4352,149683,1.52
2024-05-10 03:17:39.105863,9,Nightfall Symphony,Soundwave Project,2024-04-19 03:17:39.105863,Pop,8904,376,63,406,38394,20098,614,18-24,Canada,Male,Spotify Ads,1538,75227,4.46
2024-07-22 03:17:39.105863,4,Nightfall Symphony,Soundwave Project,2024-05-16 03:17:39.105863,Pop,7099,933,62,1677,53802,15371,509,25-34,France,Other,YouTube Ads,268,47271,2.55
2023-10-26 03:17:39.105863,1,Love in the Time of Data,Soundwave Project,2024-04-19 03:17:39.105863,Electronic,27352,1299,31,317,79979,91017,453,35-44,Brazil,Other,Facebook Ads,5008,144763,3.89
2024-01-24 03:17:39.105863,9,Love in the Time of Data,Soundwave Project,2024-05-01 03:17:39.105863,Rock,13978,1737,36,1659,35895,87384,263,35-44,UK,Other,Facebook Ads,3438,107301,0.98
2024-11-29 03:17:39.105863,1,Nightfall Symphony,Deep Bass Nine,2024-05-16 03:17:39.105863,Indie,11722,1089,11,2141,50803,37582,445,25-34,Australia,Female,YouTube Ads,1271,97296,2.74
2023-09-29 03:17:39.105863,4,Love in the Time of Data,Soundwave Project,2024-05-08 03:17:39.105863,Pop,17578,1365,72,588,98806,20324,904,45-54,UK,Other,Facebook Ads,5528,89752,2.47
2023-07-31 03:17:39.105863,7,Digital Dreams,Deep Bass Nine,2024-05-10 03:17:39.105863,Rock,17566,1161,27,180,36467,8785,119,25-34,USA,Female,YouTube Ads,675,135727,0.49
2024-09-06 03:17:39.105863,9,Love in the Time of Data,Phantom Harmony,2024-05-05 03:17:39.105863,Indie,11405,915,74,2207,26269,25378,286,18-24,USA,Other,Instagram Ads,4658,66331,3.45
2025-03-12 03:17:39.105863,10,Rhythm of the Code,Phantom Harmony,2024-05-05 03:17:39.105863,Electronic,27127,1676,78,1882,75664,56314,236,35-44,UK,Female,YouTube Ads,1037,120909,0.25
2024-08-31 03:17:39.105863,7,Harmonic Distortion,Orchestra of Lights,2024-04-18 03:17:39.105863,Indie,19791,224,69,538,47088,92139,390,25-34,France,Male,YouTube Ads,5746,124837,1.18
2025-02-25 03:17:39.105863,5,Echoes of Tomorrow,Binary Beats,2024-05-14 03:17:39.105863,Pop,20719,291,96,1128,46687,16778,852,35-44,UK,Other,Facebook Ads,2037,80945,3.59
2024-09-14 03:17:39.105863,4,Nightfall Symphony,Orchestra of Lights,2024-05-10 03:17:39.105863,Pop,25818,1351,18,259,43400,68053,525,18-24,Australia,Female,Twitter Campaign,5163,141406,0.5
2024-11-30 03:17:39.105863,4,Nightfall Symphony,Future Sounds,2024-04-22 03:17:39.105863,Rock,5267,630,6,1414,25402,9552,548,45-54,USA,Female,Spotify Ads,4108,188746,0.68
2024-02-27 03:17:39.105863,4,Love in the Time of Data,Phantom Harmony,2024-05-03 03:17:39.105863,Electronic,17971,617,13,2671,59899,68696,601,35-44,Australia,Other,YouTube Ads,6511,50847,2.87
2023-10-03 03:17:39.105863,1,Bassline Rapture,Melodic Minds,2024-04-25 03:17:39.105863,Pop,28961,687,84,614,23717,63962,865,35-44,Brazil,Other,Spotify Ads,7240,87216,1.96
2023-06-20 03:17:39.105863,6,Digital Dreams,Orchestra of Lights,2024-05-13 03:17:39.105863,Ambient,23492,1910,63,947,64429,22791,524,18-24,Australia,Female,Facebook Ads,4395,99045,3.85
2024-06-14 03:17:39.105863,4,Nightfall Symphony,Vintage Beats,2024-05-09 03:17:39.105863,Pop,22318,1081,21,1825,4060,82602,298,18-24,Canada,Other,Instagram Ads,6780,36388,2.46
2025-01-22 03:17:39.105863,3,Echoes of Tomorrow,Binary Beats,2024-05-06 03:17:39.105863,Indie,28417,567,85,1220,27432,87572,767,18-24,Australia,Female,Instagram Ads,3290,92066,1.5
2023-07-18 03:17:39.105863,1,Rhythm of the Code,Melodic Minds,2024-05-13 03:17:39.105863,Indie,13120,1699,68,1723,64697,64612,975,45-54,Canada,Male,Twitter Campaign,6336,141801,3.93
2024-07-11 03:17:39.105863,6,Echoes of Tomorrow,Melodic Minds,2024-05-13 03:17:39.105863,Ambient,8038,1446,65,269,83247,47530,343,18-24,Brazil,Female,YouTube Ads,5105,91114,4.06
2024-04-28 03:17:39.105863,1,Harmonic Distortion,Phantom Harmony,2024-04-25 03:17:39.105863,Rock,21317,856,62,1374,74153,20711,874,35-44,Germany,Female,Spotify Ads,5806,33304,1.09
2025-03-24 03:17:39.105863,9,Harmonic Distortion,Soundwave Project,2024-05-11 03:17:39.105863,Indie,1125,264,23,2320,90795,59551,200,25-34,France,Other,Twitter Campaign,3533,52141,0.24
2024-03-11 03:17:39.105863,3,Harmonic Distortion,Binary Beats,2024-05-15 03:17:39.105863,Pop,14040,1938,72,2543,70206,83208,777,25-34,Canada,Male,Instagram Ads,7217,136469,4.86
2024-01-17 03:17:39.105863,4,Nightfall Symphony,Future Sounds,2024-04-26 03:17:39.105863,Electronic,21304,985,98,2361,8356,58893,315,25-34,Brazil,Male,Instagram Ads,2914,164047,1.42
2024-11-04 03:17:39.105863,5,Rhythm of the Code,Phantom Harmony,2024-05-02 03:17:39.105863,Pop,28022,490,66,2125,38712,92112,165,45-54,Canada,Female,YouTube Ads,6672,25627,3.93
2025-02-27 03:17:39.105863,9,Rhythm of the Code,Deep Bass Nine,2024-04-30 03:17:39.105863,Electronic,1214,955,33,108,64362,98277,989,25-34,Australia,Male,YouTube Ads,3377,177108,2.78
2025-01-08 03:17:39.105863,1,Daydreamer's Tune,Phantom Harmony,2024-05-08 03:17:39.105863,Indie,4430,657,1,1191,61674,37115,479,45-54,Brazil,Male,Spotify Ads,7073,85885,0.72
2023-07-24 03:17:39.105863,9,Harmonic Distortion,Melodic Minds,2024-05-14 03:17:39.105863,Rock,26917,576,27,398,17197,29909,775,45-54,Canada,Male,Spotify Ads,4835,154658,0.72
2025-04-21 03:17:39.105863,7,Retrograde Motion,Melodic Minds,2024-05-05 03:17:39.105863,Electronic,2368,760,87,778,41253,17755,863,35-44,Germany,Female,Instagram Ads,5668,158979,3.14
2025-03-06 03:17:39.105863,5,Echoes of Tomorrow,Vintage Beats,2024-04-27 03:17:39.105863,Ambient,22883,417,85,2853,12839,55957,576,45-54,Brazil,Male,Twitter Campaign,3086,92260,3.5
2024-02-27 03:17:39.105863,8,Retrograde Motion,Deep Bass Nine,2024-05-08 03:17:39.105863,Pop,4992,1291,87,156,10415,19885,293,45-54,Germany,Other,YouTube Ads,4083,149200,1.06
2024-02-08 03:17:39.105863,6,Retrograde Motion,Phantom Harmony,2024-05-01 03:17:39.105863,Electronic,4165,1886,45,549,33836,9011,948,35-44,Australia,Male,Spotify Ads,7190,148298,4.09
2025-02-08 03:17:39.105863,3,Daydreamer's Tune,Phantom Harmony,2024-05-14 03:17:39.105863,Electronic,1322,356,9,907,31714,80922,329,45-54,Brazil,Female,Facebook Ads,5428,115765,0.11
2024-06-25 03:17:39.105863,1,Digital Dreams,Orchestra of Lights,2024-04-18 03:17:39.105863,Rock,8272,868,58,1731,88070,11110,403,25-34,Australia,Male,Facebook Ads,1704,36761,4.04
2024-06-14 03:17:39.105863,1,Echoes of Tomorrow,Orchestra of Lights,2024-05-03 03:17:39.105863,Rock,5733,1920,80,1544,7305,54685,983,35-44,USA,Other,Twitter Campaign,3304,187042,0.62
2025-03-27 03:17:39.105863,7,Nightfall Symphony,Deep Bass Nine,2024-04-21 03:17:39.105863,Indie,7772,1083,49,965,66283,19488,823,45-54,Brazil,Female,Twitter Campaign,4798,147454,4.3
2025-02-25 03:17:39.105863,3,Retrograde Motion,Deep Bass Nine,2024-05-08 03:17:39.105863,Indie,29482,272,13,1348,62614,92881,792,18-24,UK,Female,Facebook Ads,3205,190556,1.93
2023-12-21 03:17:39.105863,5,Bassline Rapture,Vintage Beats,2024-04-20 03:17:39.105863,Electronic,13924,1179,69,2144,12928,60174,671,35-44,Australia,Other,Instagram Ads,3006,157798,2.9
2024-03-25 03:17:39.105863,4,Digital Dreams,Binary Beats,2024-05-09 03:17:39.105863,Indie,25902,1596,92,2404,35489,91615,342,45-54,USA,Female,YouTube Ads,2251,153576,2.08
2024-03-21 03:17:39.105863,7,Digital Dreams,Deep Bass Nine,2024-04-24 03:17:39.105863,Rock,25573,1670,12,2639,68040,51749,276,18-24,Australia,Female,Spotify Ads,6094,87064,4.9
2024-05-05 03:17:39.105863,7,Rhythm of the Code,Deep Bass Nine,2024-05-06 03:17:39.105863,Indie,2641,1005,10,647,44782,86175,905,35-44,Australia,Male,Spotify Ads,4378,137516,2.82
2024-04-27 03:17:39.105863,1,Bassline Rapture,Melodic Minds,2024-05-13 03:17:39.105863,Ambient,29752,952,97,1500,35075,86528,178,35-44,Germany,Other,Spotify Ads,6675,124108,4.17
2024-09-21 03:17:39.105863,1,Love in the Time of Data,Phantom Harmony,2024-05-15 03:17:39.105863,Pop,15174,145,16,368,11376,85623,506,18-24,France,Female,Spotify Ads,4359,151851,2.37
2024-04-08 03:17:39.105863,2,Retrograde Motion,Binary Beats,2024-05-03 03:17:39.105863,Rock,18532,927,59,2846,53852,47037,594,18-24,USA,Other,Twitter Campaign,3027,159473,3.69
2023-10-23 03:17:39.105863,1,Bassline Rapture,Soundwave Project,2024-05-11 03:17:39.105863,Electronic,6879,1171,17,498,87200,60219,949,18-24,UK,Other,Instagram Ads,5405,53790,3.85
2024-03-04 03:17:39.105863,4,Harmonic Distortion,Binary Beats,2024-05-12 03:17:39.105863,Rock,11034,1173,87,56,48564,98816,934,25-34,Brazil,Male,Spotify Ads,6280,34636,0.25
2023-07-08 03:17:39.105863,2,Retrograde Motion,Phantom Harmony,2024-05-10 03:17:39.105863,Pop,1035,1936,51,2296,96997,39090,309,18-24,France,Female,Twitter Campaign,6596,55566,1.52
2025-04-13 03:17:39.105863,3,Daydreamer's Tune,Soundwave Project,2024-05-11 03:17:39.105863,Pop,24216,1723,47,1356,13113,77827,636,25-34,Canada,Male,Facebook Ads,885,117412,3.36
2025-03-02 03:17:39.105863,4,Love in the Time of Data,Melodic Minds,2024-05-03 03:17:39.105863,Electronic,11959,519,73,1773,39935,53817,859,35-44,UK,Female,Facebook Ads,1037,89241,2.56
2024-10-08 03:17:39.105863,6,Bassline Rapture,Deep Bass Nine,2024-04-19 03:17:39.105863,Electronic,21434,1762,91,374,64103,96189,781,18-24,Germany,Other,YouTube Ads,4813,65739,3.29
2024-05-27 03:17:39.105863,4,Digital Dreams,Future Sounds,2024-05-04 03:17:39.105863,Ambient,7001,1323,68,1552,90368,97453,428,35-44,USA,Female,YouTube Ads,1314,187601,3.59
2025-04-22 03:17:39.105863,5,Rhythm of the Code,Melodic Minds,2024-05-04 03:17:39.105863,Electronic,8755,244,57,1219,64788,47720,746,35-44,UK,Female,Twitter Campaign,3683,133037,0.48
2023-12-20 03:17:39.105863,5,Echoes of Tomorrow,Soundwave Project,2024-04-30 03:17:39.105863,Ambient,18343,1745,74,1865,5222,90208,872,25-34,Germany,Male,Instagram Ads,2031,93013,1.95
2024-08-10 03:17:39.105863,2,Echoes of Tomorrow,Binary Beats,2024-05-02 03:17:39.105863,Rock,5311,511,55,1396,63263,80837,774,35-44,Australia,Other,Instagram Ads,7495,85299,0.33
2025-05-01 03:17:39.105863,7,Daydreamer's Tune,Orchestra of Lights,2024-05-05 03:17:39.105863,Pop,22381,895,19,1362,1620,53647,388,35-44,Australia,Male,Spotify Ads,3768,94274,2.28
2024-08-11 03:17:39.105863,8,Echoes of Silence,Melodic Minds,2024-05-16 03:17:39.105863,Ambient,14001,1327,16,2770,74051,41883,844,35-44,Brazil,Female,Instagram Ads,4122,92655,1.42
2023-10-04 03:17:39.105863,4,Love in the Time of Data,Future Sounds,2024-04-30 03:17:39.105863,Pop,22224,322,11,1411,66239,38532,315,35-44,France,Female,Twitter Campaign,3794,95277,1.5
2025-01-09 03:17:39.105863,10,Echoes of Silence,Phantom Harmony,2024-05-13 03:17:39.105863,Indie,9754,364,40,2701,7544,85089,894,35-44,USA,Male,Spotify Ads,5776,127189,3.04
2025-02-08 03:17:39.105863,7,Digital Dreams,Phantom Harmony,2024-05-06 03:17:39.105863,Rock,3225,969,59,846,84427,92322,133,18-24,Australia,Male,Instagram Ads,5308,59162,2.0
2023-09-27 03:17:39.105863,6,Echoes of Silence,Vintage Beats,2024-04-23 03:17:39.105863,Rock,21472,444,66,2137,33764,39730,957,18-24,Brazil,Female,Spotify Ads,3119,113062,2.05
2024-02-05 03:17:39.105863,5,Love in the Time of Data,Future Sounds,2024-05-03 03:17:39.105863,Indie,28088,1208,79,2276,18268,25192,631,18-24,UK,Male,Twitter Campaign,1381,104604,0.47
2024-07-07 03:17:39.105863,1,Echoes of Silence,Phantom Harmony,2024-05-07 03:17:39.105863,Pop,14995,1578,12,1139,59409,65953,777,45-54,USA,Other,Instagram Ads,2617,121543,0.68
2025-05-03 03:17:39.105863,7,Echoes of Tomorrow,Binary Beats,2024-05-13 03:17:39.105863,Pop,12970,1690,33,1073,67715,51193,818,35-44,Canada,Other,Facebook Ads,5341,158361,0.73
2024-01-16 03:17:39.105863,4,Echoes of Tomorrow,Vintage Beats,2024-05-10 03:17:39.105863,Electronic,22198,1711,54,1824,29747,91849,264,35-44,France,Male,Instagram Ads,3358,65987,3.87
2023-10-30 03:17:39.105863,4,Harmonic Distortion,Soundwave Project,2024-05-12 03:17:39.105863,Pop,14316,1441,46,98,79122,92133,545,25-34,UK,Other,Facebook Ads,393,53139,3.2
2023-06-25 03:17:39.105863,3,Daydreamer's Tune,Binary Beats,2024-05-09 03:17:39.105863,Ambient,20228,1521,44,753,83070,99081,137,18-24,Australia,Other,Twitter Campaign,5997,151001,2.65
2023-10-11 03:17:39.105863,10,Bassline Rapture,Binary Beats,2024-05-01 03:17:39.105863,Electronic,7638,1642,22,99,23671,58396,633,18-24,France,Male,Twitter Campaign,581,169150,4.72
2024-08-20 03:17:39.105863,9,Echoes of Tomorrow,Vintage Beats,2024-05-08 03:17:39.105863,Rock,16917,1111,18,792,73589,88054,784,45-54,Australia,Other,Twitter Campaign,6495,55314,1.28
2023-10-13 03:17:39.105863,6,Love in the Time of Data,Vintage Beats,2024-05-02 03:17:39.105863,Indie,6990,469,17,278,38795,55431,415,25-34,Germany,Female,Facebook Ads,3795,64314,0.24
2023-09-30 03:17:39.105863,5,Digital Dreams,Vintage Beats,2024-05-16 03:17:39.105863,Rock,13413,1073,4,2863,27911,98065,429,25-34,Australia,Other,YouTube Ads,7157,71795,1.16
2024-01-19 03:17:39.105863,6,Daydreamer's Tune,Soundwave Project,2024-05-06 03:17:39.105863,Indie,28983,421,61,1655,75610,83585,483,45-54,Brazil,Female,Instagram Ads,3699,104745,2.43
2024-04-04 03:17:39.105863,9,Digital Dreams,Vintage Beats,2024-04-21 03:17:39.105863,Ambient,25004,351,21,2727,96545,90566,107,35-44,France,Female,Facebook Ads,3137,164255,4.35
2024-06-10 03:17:39.105863,6,Daydreamer's Tune,Binary Beats,2024-05-08 03:17:39.105863,Electronic,12028,504,43,901,85135,62771,715,18-24,Brazil,Other,Twitter Campaign,2449,99235,2.39
2024-07-16 03:17:39.105863,6,Echoes of Silence,Binary Beats,2024-05-02 03:17:39.105863,Rock,7028,955,99,593,25729,15764,723,35-44,France,Male,Spotify Ads,4110,32852,0.63
2024-12-02 03:17:39.105863,4,Daydreamer's Tune,Deep Bass Nine,2024-04-23 03:17:39.105863,Ambient,13211,1204,1,2750,64117,40488,872,18-24,USA,Male,Instagram Ads,6966,89308,1.04
2023-07-21 03:17:39.105863,7,Love in the Time of Data,Future Sounds,2024-05-10 03:17:39.105863,Ambient,13119,1996,55,1275,28413,88819,811,18-24,France,Female,Instagram Ads,847,68150,2.79
2024-07-01 03:17:39.105863,9,Nightfall Symphony,Future Sounds,2024-05-05 03:17:39.105863,Rock,4323,1919,59,1835,43573,99956,641,45-54,Brazil,Other,Instagram Ads,549,110422,1.01
2023-06-05 03:17:39.105863,7,Daydreamer's Tune,Deep Bass Nine,2024-05-13 03:17:39.105863,Rock,20578,1950,48,578,84942,31149,137,18-24,Australia,Female,Spotify Ads,1958,92926,0.93
2023-06-06 03:17:39.105863,1,Harmonic Distortion,Orchestra of Lights,2024-05-14 03:17:39.105863,Rock,12120,1212,54,1276,23872,8812,118,45-54,Brazil,Female,Instagram Ads,5974,43809,4.1
2024-12-15 03:17:39.105863,7,Digital Dreams,Soundwave Project,2024-05-03 03:17:39.105863,Ambient,11969,1976,80,2483,37501,71349,443,25-34,USA,Female,Twitter Campaign,4049,25249,0.22
2024-10-15 03:17:39.105863,9,Retrograde Motion,Soundwave Project,2024-04-18 03:17:39.105863,Indie,18572,1158,64,2747,72882,18281,216,45-54,Australia,Female,YouTube Ads,903,127461,3.35
2023-11-28 03:17:39.105863,1,Echoes of Silence,Future Sounds,2024-05-11 03:17:39.105863,Ambient,22757,209,80,2946,89646,9350,938,45-54,Canada,Male,YouTube Ads,1323,142706,0.5
2024-03-21 03:17:39.105863,2,Daydreamer's Tune,Soundwave Project,2024-05-16 03:17:39.105863,Ambient,17842,692,76,2399,92258,9324,367,25-34,Brazil,Other,YouTube Ads,4102,130069,1.79
2024-01-12 03:17:39.105863,2,Rhythm of the Code,Binary Beats,2024-05-01 03:17:39.105863,Rock,17811,1555,19,2027,99358,31983,802,45-54,UK,Other,YouTube Ads,4031,111635,2.12
2023-08-12 03:17:39.105863,7,Bassline Rapture,Deep Bass Nine,2024-04-22 03:17:39.105863,Indie,8814,541,35,2259,19706,79637,585,18-24,USA,Male,Twitter Campaign,7335,47132,0.95
2024-07-01 03:17:39.105863,6,Harmonic Distortion,Phantom Harmony,2024-04-27 03:17:39.105863,Pop,19122,346,37,2456,87492,72208,548,35-44,Canada,Male,Instagram Ads,5369,115799,2.82
2024-11-12 03:17:39.105863,10,Rhythm of the Code,Melodic Minds,2024-04-28 03:17:39.105863,Indie,5841,1472,66,125,15127,94306,285,25-34,Germany,Other,YouTube Ads,712,28113,1.82
2023-07-31 03:17:39.105863,10,Echoes of Tomorrow,Phantom Harmony,2024-04-26 03:17:39.105863,Indie,4656,1889,74,2543,4629,38897,948,35-44,France,Male,Spotify Ads,350,37171,2.23
2023-09-13 03:17:39.105863,2,Daydreamer's Tune,Binary Beats,2024-05-16 03:17:39.105863,Ambient,20352,1182,35,2274,41610,17658,838,18-24,Australia,Other,Spotify Ads,3648,172913,2.15
